Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3011306,tecnologias y culturas digitales,ingenieria quimica,libre eleccion
3007524,termodinamica y revolucion industrial,ingenieria quimica,libre eleccion
3011097,topicos avanzados en derecho ambiental,ingenieria quimica,libre eleccion
3007602,tratamiento biologico de aguas residuales,ingenieria quimica,libre eleccion
3011007,virologia,ingenieria quimica,libre eleccion
3011137,agrogestion de la informacion,ingenieria administrativa,libre eleccion
3006645,aleman a1: explora un mundo,ingenieria administrativa,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",ingenieria administrativa,libre eleccion
3010579,analisis de la genetica molecular,ingenieria administrativa,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,ingenieria administrativa,libre eleccion
3011139,arboles y arquitectura,ingenieria administrativa,libre eleccion
3009211,"arte, ideologia y poder",ingenieria administrativa,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,ingenieria administrativa,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,ingenieria administrativa,libre eleccion
3009275,bioprocesos agroindustriales,ingenieria administrativa,libre eleccion
3008203,biotecnologia agropecuaria,ingenieria administrativa,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ingenieria administrativa,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,ingenieria administrativa,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ingenieria administrativa,libre eleccion
3007373,catedra antioquia,ingenieria administrativa,libre eleccion
3009509,catedra apun-50 anos,ingenieria administrativa,libre eleccion
3011144,catedra ciudad y ciudadanias,ingenieria administrativa,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ingenieria administrativa,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ingenieria administrativa,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ingenieria administrativa,libre eleccion
3007786,catedra en ingenieria electrica,ingenieria administrativa,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ingenieria administrativa,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ingenieria administrativa,libre eleccion
1965-2025,catedra: historia intensa de medellin,ingenieria administrativa,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ingenieria administrativa,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ingenieria administrativa,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ingenieria administrativa,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ingenieria administrativa,libre eleccion
1000158-m,catedra nacional ambiental,ingenieria administrativa,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ingenieria administrativa,libre eleccion
1000160-m,catedra nacional de prompt engineering,ingenieria administrativa,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ingenieria administrativa,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ingenieria administrativa,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ingenieria administrativa,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ingenieria administrativa,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ingenieria administrativa,libre eleccion
3010712,catedra sobre la felicidad,ingenieria administrativa,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ingenieria administrativa,libre eleccion
3006819,citogenetica,ingenieria administrativa,libre eleccion
3007527,ciudad y ambiente,ingenieria administrativa,libre eleccion
3008488,comportamiento del consumidor,ingenieria administrativa,elegibles
3010929,computacion cuantica,ingenieria administrativa,libre eleccion
3007075,conservacion y manejo de vida silvestre,ingenieria administrativa,libre eleccion
3011231,construccion social para la practica del habitar,ingenieria administrativa,libre eleccion
3007014,control biologico de plagas,ingenieria administrativa,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",ingenieria administrativa,libre eleccion
3007016,cultivo de plantas ornamentales,ingenieria administrativa,libre eleccion
3010999,"curar, editar y publicar",ingenieria administrativa,libre eleccion
3010760,de la secundaria a la universidad,ingenieria administrativa,libre eleccion
3009433,de la universidad a la organizacion,ingenieria administrativa,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ingenieria administrativa,libre eleccion
3008693,deporte formativo,ingenieria administrativa,libre eleccion
3010555,derecho urbanistico,ingenieria administrativa,libre eleccion
3009931,economia ecologica,ingenieria administrativa,libre eleccion
3011146,economia y marketing,ingenieria administrativa,libre eleccion
3006631,ecosistema urbano critico,ingenieria administrativa,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ingenieria administrativa,libre eleccion
3010837,el proceso de produccion desde la formacion social,ingenieria administrativa,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ingenieria administrativa,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ingenieria administrativa,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ingenieria administrativa,libre eleccion
3009510,estimacion de parametros geneticos,ingenieria administrativa,libre eleccion
3007548,etica y voluntariado universitario y social,ingenieria administrativa,libre eleccion
3010177,fascismo y modernidad,ingenieria administrativa,libre eleccion
3008372,finanzas corporativas,ingenieria administrativa,elegibles
3010333,fitoquimica,ingenieria administrativa,libre eleccion
3011002,fotografia de arquitectura,ingenieria administrativa,libre eleccion
3008056,frances a1: explora un mundo,ingenieria administrativa,libre eleccion
3008207,frances a2: explora un mundo,ingenieria administrativa,libre eleccion
3007036,fruticultura,ingenieria administrativa,libre eleccion
3011149,fundamentos de palinologia,ingenieria administrativa,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria administrativa,libre eleccion
3009602,geografia historica y cultura material,ingenieria administrativa,libre eleccion
3010085,gerencia financiera,ingenieria administrativa,elegibles
3006745,habitat i,ingenieria administrativa,libre eleccion
3007643,herramientas para emprender,ingenieria administrativa,libre eleccion
3007235,historia antigua,ingenieria administrativa,libre eleccion
3007237,historia de america ii,ingenieria administrativa,libre eleccion
3009491,historia de america iii,ingenieria administrativa,libre eleccion
3007239,historia de america iv,ingenieria administrativa,libre eleccion
3009756,historia de america prehispanica,ingenieria administrativa,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ingenieria administrativa,libre eleccion
3007248,historia moderna,ingenieria administrativa,libre eleccion
3009447,historia y filosofia de la tecnica,ingenieria administrativa,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ingenieria administrativa,libre eleccion
3011083,humanidades ambientales i,ingenieria administrativa,libre eleccion
3007852,ingenieria de requisitos,ingenieria administrativa,libre eleccion
3007071,ingenieria electroquimica,ingenieria administrativa,libre eleccion
3008949,ingenieria metabolica,ingenieria administrativa,libre eleccion
3008105,ingles intensivo b1,ingenieria administrativa,libre eleccion
3008115,ingles intensivo b2,ingenieria administrativa,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ingenieria administrativa,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ingenieria administrativa,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ingenieria administrativa,libre eleccion
3006989,introduccion a la electroquimica,ingenieria administrativa,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ingenieria administrativa,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ingenieria administrativa,libre eleccion
3009359,introduccion a la ingenieria civil,ingenieria administrativa,libre eleccion
3011110,introduccion al pensamiento estetico i,ingenieria administrativa,libre eleccion
3011111,introduccion al pensamiento estetico ii,ingenieria administrativa,libre eleccion
3009353,introduccion al programa de matematicas,ingenieria administrativa,libre eleccion
3010596,la ingenieria del cuerpo humano,ingenieria administrativa,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ingenieria administrativa,libre eleccion
3010341,latin y paleografia medieval,ingenieria administrativa,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ingenieria administrativa,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ingenieria administrativa,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ingenieria administrativa,libre eleccion
3007561,maquinaria agricola,ingenieria administrativa,libre eleccion
3011150,medicion del desarrollo,ingenieria administrativa,libre eleccion
3010303,metrologia industrial,ingenieria administrativa,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ingenieria administrativa,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ingenieria administrativa,libre eleccion
3007639,pasantia pregrado - insa 1,ingenieria administrativa,libre eleccion
3007641,pasantia pregrado - insa 3,ingenieria administrativa,libre eleccion
3006961,pasantia pregrado - paristech 1,ingenieria administrativa,libre eleccion
3006750,pasantia pregrado - paristech 3,ingenieria administrativa,libre eleccion
3011260,plan b: ingenieria para la vida,ingenieria administrativa,libre eleccion
3011317,planificacion minera,ingenieria administrativa,libre eleccion
3007627,portugues intensivo,ingenieria administrativa,libre eleccion
3007585,practica academica especial 1,ingenieria administrativa,libre eleccion
3006664,practica academica especial 10,ingenieria administrativa,libre eleccion
3007621,practica academica especial 12,ingenieria administrativa,libre eleccion
3007586,practica academica especial 2,ingenieria administrativa,libre eleccion
3007587,practica academica especial 3,ingenieria administrativa,libre eleccion
3007589,practica academica especial 4,ingenieria administrativa,libre eleccion
3007598,practica academica especial 5,ingenieria administrativa,libre eleccion
3009496,practica academica especial 6,ingenieria administrativa,libre eleccion
3008650,practica academica especial 7,ingenieria administrativa,libre eleccion
3006640,practica academica especial 8,ingenieria administrativa,libre eleccion
3006641,practica academica especial 9,ingenieria administrativa,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ingenieria administrativa,libre eleccion
3011207,practicas curatoriales,ingenieria administrativa,libre eleccion
3006863,procesamiento ceramico,ingenieria administrativa,libre eleccion
3006865,proteccion radiologica,ingenieria administrativa,libre eleccion
3006829,quimica general,ingenieria administrativa,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,ingenieria administrativa,libre eleccion
