Info_oficinas
En el bloque 16  en el piso 4  número 413  se encuentra el espacio ESCUELA DE QUÍMICA en el campus El Volador.
En el bloque 41  en el piso 1  número 105  se encuentra el espacio Oficina de Relaciones Interinstitucionales en el campus El Volador.
En el bloque 41  en el piso 1  número 106  se encuentra el espacio Prácticas y Pasantías en el campus El Volador.
En el bloque 41  en el piso 1  número 107  se encuentra el espacio Oficina de Transferencia de Resultados de Investigación en el campus El Volador.
En el bloque 41  en el piso 1  número 108  se encuentra el espacio Dirección de Laboratorios en el campus El Volador.
En el bloque 41  en el piso 1  número 109  se encuentra el espacio Dirección de Laboratorios en el campus El Volador.
En el bloque 41  en el piso 1  número 110  se encuentra el espacio Dirección de Investigación y Extensión en el campus El Volador.
En el bloque 41  en el piso 1  número 111  se encuentra el espacio Coordinación Red Cultural UNAL en el campus El Volador.
En el bloque 41  en el piso 1  número 112  se encuentra el espacio Red Cultural UNAL en el campus El Volador.
En el bloque 41  en el piso 1  número 115  se encuentra el espacio División Registro y Matrícula en el campus El Volador.
En el bloque 41  en el piso 1  número 116  se encuentra el espacio Taquillas Registro y Matrícula en el campus El Volador.
En el bloque 41  en el piso 1  número 120  se encuentra el espacio Sala de reuniones en el campus El Volador.
En el bloque 41  en el piso 1  número 121  se encuentra el espacio Sala de reuniones en el campus El Volador.
En el bloque 41  en el piso 1  número 122  se encuentra el espacio Aula TIC en el campus El Volador.
En el bloque 41  en el piso 1  número 123  se encuentra el espacio Sección de Personal Administrativo en el campus El Volador.
En el bloque 41  en el piso 1  número 125  se encuentra el espacio Dirección de Personal en el campus El Volador.
En el bloque 41  en el piso 1  número 126  se encuentra el espacio Sala de reuniones en el campus El Volador.
En el bloque 41  en el piso 1  número 127  se encuentra el espacio Sección de Personal Académico en el campus El Volador.
En el bloque 41  en el piso 1  número 128  se encuentra el espacio Sección Salarial y Prestacional en el campus El Volador.
En el bloque 41  en el piso 1  número 129  se encuentra el espacio Sección de Seguridad y Salud en el Trabajo en el campus El Volador.
En el bloque 41  en el piso 2  número 203-204  se encuentra el espacio Dirección Académica en el campus El Volador.
En el bloque 41  en el piso 2  número 206  se encuentra el espacio Oficina Jurídica en el campus El Volador.
En el bloque 41  en el piso 2  número 207  se encuentra el espacio Secretaría de Sede en el campus El Volador.
En el bloque 41  en el piso 2  número 208  se encuentra el espacio Salón del Consejo de Sede en el campus El Volador.
En el bloque 41  en el piso 2  número 210  se encuentra el espacio Vicerrectoría de Sede en el campus El Volador.
En el bloque 41  en el piso 2  número 211-212  se encuentra el espacio Oficina de Unimedios en el campus El Volador.
En el bloque 41  en el piso 2  número 213-214  se encuentra el espacio Oficina de Planeación y Desarrollo Institucional en el campus El Volador.
En el bloque 14  en el piso 1  número 100  se encuentra el espacio Fotocopiadora en el campus El Volador.
En el bloque 14  en el piso 1  número 102  se encuentra el espacio Laboratorio de Bioclimática Agroindustrial y Ambiente Rural en el campus El Volador.
En el bloque 14  en el piso 1  número 103  se encuentra el espacio Laboratorio de Procesos Agrícolas en el campus El Volador.
En el bloque 14  en el piso 1  número 104  se encuentra el espacio Laboratorio de Riegos y Drenajes en el campus El Volador.
En el bloque 14  en el piso 1  número 109  se encuentra el espacio Aula en el campus El Volador.
En el bloque 14  en el piso 1  número 110  se encuentra el espacio Aula en el campus El Volador.
En el bloque 14  en el piso 1  número 117  se encuentra el espacio Laboratorio de Física y Conservación Suelos en el campus El Volador.
En el bloque 14  en el piso 2  número 203  se encuentra el espacio Laboratorio de Suelos en el campus El Volador.
En el bloque 14  en el piso 2  número 204  se encuentra el espacio Oficina Profesor - Juan David Suárez Vélez en el campus El Volador.
En el bloque 14  en el piso 2  número 206  se encuentra el espacio Oficina Profesor - Orlando Simón Ruiz Villadiego en el campus El Volador.
En el bloque 14  en el piso 2  número 208  se encuentra el espacio Oficina Profesor - Nelson Walter Osorio Vega en el campus El Volador.
En el bloque 14  en el piso 2  número 210  se encuentra el espacio Oficina Profesor - Raúl Darío Zapata Hernández en el campus El Volador.
En el bloque 14  en el piso 2  número 211  se encuentra el espacio Oficina Profesor - Juan Carlos Pérez Naranjo en el campus El Volador.
En el bloque 14  en el piso 2  número 212  se encuentra el espacio Oficina Profesor - Luis Alberto Arias López en el campus El Volador.
En el bloque 14  en el piso 2  número 214  se encuentra el espacio Oficina Profesor - Kenneth Roy Cabrera Torres en el campus El Volador.
En el bloque 14  en el piso 2  número 215  se encuentra el espacio Oficina Profesor - Daniel Jaramillo Jaramillo en el campus El Volador.
En el bloque 14  en el piso 2  número 216  se encuentra el espacio Oficina Profesor - Ramiro Ramírez Pisco en el campus El Volador.
En el bloque 14  en el piso 2  número 221  se encuentra el espacio Técnicos Operativos ICNE en el campus El Volador.
En el bloque 14  en el piso 2  número 223  se encuentra el espacio Laboratorio de Ecología - Conservación de Fauna Silvestre en el campus El Volador.
En el bloque 14  en el piso 2  número 225  se encuentra el espacio Laboratorio de Biogeoquímica en el campus El Volador.
En el bloque 14  en el piso 2  número 227  se encuentra el espacio Laboratorio de Semillas y Regeneración Ambiental en el campus El Volador.
En el bloque 14  en el piso 2  número 232  se encuentra el espacio Aula en el campus El Volador.
En el bloque 14  en el piso 2  número 238  se encuentra el espacio Escuela de Geociencias en el campus El Volador.
En el bloque 14  en el piso 3  número 300-A  se encuentra el espacio Zona de Estudio A en el campus El Volador.
En el bloque 14  en el piso 3  número 300-B  se encuentra el espacio Zona de Estudio B en el campus El Volador.
En el bloque 14  en el piso 3  número 302  se encuentra el espacio Aula en el campus El Volador.
En el bloque 14  en el piso 3  número 303  se encuentra el espacio Oficina Profesor Eduardo Rodríguez Sandoval en el campus El Volador.
En el bloque 14  en el piso 3  número 304  se encuentra el espacio Departamento de Ingeniería Agrícola y Alimentos en el campus El Volador.
En el bloque 14  en el piso 3  número 306  se encuentra el espacio Laboratorio de Geomática en el campus El Volador.
En el bloque 14  en el piso 3  número 308  se encuentra el espacio Oficina Profesor Luis Jairo Toro Restrepo en el campus El Volador.
En el bloque 14  en el piso 3  número 310  se encuentra el espacio Revista Facultad Nacional de Agronomía en el campus El Volador.
En el bloque 14  en el piso 3  número 313  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 14  en el piso 3  número 317  se encuentra el espacio Oficina Profesor Jairo Alberto Rueda Restrepo en el campus El Volador.
En el bloque 14  en el piso 3  número 318  se encuentra el espacio Oficina Profesor Luis Fernando Osorio Vélez en el campus El Volador.
En el bloque 14  en el piso 3  número 319  se encuentra el espacio Oficina Profesor Álvaro Javier Duque Montoya en el campus El Volador.
En el bloque 14  en el piso 3  número 320  se encuentra el espacio Oficina Profesores Visitantes Ingeniería Forestal en el campus El Volador.
En el bloque 14  en el piso 3  número 321  se encuentra el espacio Oficina Profesor Jorge Ignacio del Valle Arango en el campus El Volador.
En el bloque 14  en el piso 3  número 322  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 14  en el piso 3  número 323  se encuentra el espacio Oficina Profesor Sergio Alonso Orrego Suaza en el campus El Volador.
En el bloque 14  en el piso 3  número 324  se encuentra el espacio Oficina Profesor Rafael Eduardo Arango Isaza en el campus El Volador.
En el bloque 14  en el piso 3  número 325  se encuentra el espacio Oficina Profesor Mauricio Sánchez Saenz en el campus El Volador.
En el bloque 14  en el piso 3  número 326  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 14  en el piso 3  número 327  se encuentra el espacio Oficina Profesor Conrado de Jesús Tobón Marín en el campus El Volador.
En el bloque 14  en el piso 3  número 328  se encuentra el espacio Laboratorio de Bosques y Cambio Climático en el campus El Volador.
En el bloque 14  en el piso 3  número 329  se encuentra el espacio Oficina Profesor Rodolfo Hernán Parra Sánchez en el campus El Volador.
En el bloque 14  en el piso 3  número 330  se encuentra el espacio Oficina Profesor Juan Diego León Peláez en el campus El Volador.
En el bloque 14  en el piso 3  número 331  se encuentra el espacio Oficina Profesor Iván Alonso Montoya Restrepo en el campus El Volador.
En el bloque 14  en el piso 4  número 400  se encuentra el espacio Área Curricular de Agroingeniería y Alimentos en el campus El Volador.
En el bloque 14  en el piso 4  número 400-03  se encuentra el espacio Oficina Profesor Jairo Alexander Osorio Saraz en el campus El Volador.
En el bloque 14  en el piso 4  número 400-04  se encuentra el espacio Oficina Profesor Hugo Restrepo Pulgarín en el campus El Volador.
En el bloque 14  en el piso 4  número 400-05  se encuentra el espacio Oficina Profesor José Ignacio Agudelo Otálvaro en el campus El Volador.
En el bloque 14  en el piso 4  número 400-06  se encuentra el espacio Oficina Profesora Eugenia González Castrillón en el campus El Volador.
En el bloque 14  en el piso 4  número 400-08  se encuentra el espacio Oficina Profesor Carlos Julio Márquez Cardozo en el campus El Volador.
En el bloque 14  en el piso 4  número 400-09  se encuentra el espacio Oficina Profesora Edith Marleny Cadena Chamorro en el campus El Volador.
En el bloque 14  en el piso 4  número 400-10  se encuentra el espacio Oficina Profesor Héctor José Ciro Velásquez en el campus El Volador.
En el bloque 14  en el piso 4  número 400-11  se encuentra el espacio Oficina Profesor Julio César Arango Tobón en el campus El Volador.
En el bloque 14  en el piso 4  número 400-12  se encuentra el espacio Oficina Profesor Carlos Alfredo Salazar Molina en el campus El Volador.
En el bloque 14  en el piso 4  número 411  se encuentra el espacio Distritos de Riego - Proyecto UNALMED-INCODER en el campus El Volador.
En el bloque 14  en el piso 4  número 417  se encuentra el espacio Oficina Profesor Guillermo Vásquez Velásquez en el campus El Volador.
En el bloque 14  en el piso 4  número 418  se encuentra el espacio Departamento de Ciencias Forestales en el campus El Volador.
En el bloque 14  en el piso 4  número 419  se encuentra el espacio Posgrado en Gestión Agroambiental (PIS) en el campus El Volador.
En el bloque 14  en el piso 4  número 420  se encuentra el espacio Área Curricular de Agroingeniería y Alimentos - Posgrado en el campus El Volador.
En el bloque 14  en el piso 4  número 421  se encuentra el espacio Vicedecanatura de Bienestar - Facultad de Ciencias Agrarias en el campus El Volador.
En el bloque 14  en el piso 4  número 422  se encuentra el espacio Área Curricular de Producción Agraria Sostenible en el campus El Volador.
En el bloque 14  en el piso 4  número 422A  se encuentra el espacio Programa de Ingeniería Forestal en el campus El Volador.
En el bloque 14  en el piso 4  número 426  se encuentra el espacio Vicedecanatura Académica - Facultad de Ciencias Agrarias en el campus El Volador.
En el bloque 14  en el piso 4  número 428  se encuentra el espacio Vicedecanatura de Investigación y Extensión - Facultad de Ciencias Agrarias en el campus El Volador.
En el bloque 14  en el piso 4  número 430  se encuentra el espacio Decanatura Facultad de Ciencias Agrarias en el campus El Volador.
En el bloque 21  en el piso 1  número 101  se encuentra el espacio Registro y Matrícula en el campus El Volador.
En el bloque 21  en el piso 1  número 105  se encuentra el espacio Área de Apoyo - Admisiones y Registro en el campus El Volador.
En el bloque 21  en el piso 1  número 111  se encuentra el espacio Oficina de Tecnologías de la Información y las Comunicaciones en el campus El Volador.
En el bloque 21  en el piso 1  número 113  se encuentra el espacio Fotocopiadora en el campus El Volador.
En el bloque 21  en el piso 1  número 115  se encuentra el espacio Laboratorio Taller de Física (Mecano) en el campus El Volador.
En el bloque 21  en el piso 2  número 203  se encuentra el espacio Decanatura Facultad de Ciencias en el campus El Volador.
En el bloque 21  en el piso 2  número 207  se encuentra el espacio Oficina Profesor - Arley David Zárata Zárata en el campus El Volador.
En el bloque 21  en el piso 2  número 209  se encuentra el espacio Oficina Profesora - Cristina Valencia Uribe en el campus El Volador.
En el bloque 21  en el piso 2  número 210  se encuentra el espacio Oficina Profesor - Benjamín Alberto Rojano en el campus El Volador.
En el bloque 21  en el piso 2  número 211  se encuentra el espacio Oficina Profesor - Sigifredo Solano González en el campus El Volador.
En el bloque 21  en el piso 2  número 212  se encuentra el espacio Oficina Profesora - Blanca Fabiola Espejo Benavides en el campus El Volador.
En el bloque 21  en el piso 2  número 214  se encuentra el espacio Oficina Profesora - Elizabeth Pabón Gelves en el campus El Volador.
En el bloque 21  en el piso 2  número 216  se encuentra el espacio Oficina Profesor - Carlos Mario García Pajón en el campus El Volador.
En el bloque 21  en el piso 2  número 218  se encuentra el espacio Laboratorio de Sistemas Complejos en el campus El Volador.
En el bloque 21  en el piso 2  número 219  se encuentra el espacio Asistencia Administrativa Facultad de Ciencias en el campus El Volador.
En el bloque 21  en el piso 2  número 220  se encuentra el espacio Oficina Profesor - Daniel Alberto Barragán Ramírez en el campus El Volador.
En el bloque 21  en el piso 2  número 221  se encuentra el espacio Oficina Profesora - Ana Silva Arboleda Hurtado en el campus El Volador.
En el bloque 21  en el piso 2  número 228  se encuentra el espacio Salas de Cómputo en el campus El Volador.
En el bloque 21  en el piso 2  número 229  se encuentra el espacio Oficina Profesor - Jairo Quijano Tobón en el campus El Volador.
En el bloque 21  en el piso 2  número 231  se encuentra el espacio Oficina Profesora - Blanca Cecilia Salazar Alzate en el campus El Volador.
En el bloque 21  en el piso 2  número 232  se encuentra el espacio Sala de Cómputo en el campus El Volador.
En el bloque 21  en el piso 2  número 233  se encuentra el espacio Oficina Profesor - Jorge Alberto Correa Quiroz en el campus El Volador.
En el bloque 21  en el piso 2  número 234  se encuentra el espacio Oficina Profesor - Carlos Guillermo Paucar Álvarez en el campus El Volador.
En el bloque 21  en el piso 2  número 235  se encuentra el espacio Oficina Profesor - Fernando Orozco Sánchez en el campus El Volador.
En el bloque 21  en el piso 2  número 236  se encuentra el espacio Oficina Profesora - Amanda Lucía Mora Martínez en el campus El Volador.
En el bloque 21  en el piso 2  número 237  se encuentra el espacio Sala de Cómputo en el campus El Volador.
En el bloque 21  en el piso 2  número 238  se encuentra el espacio Oficina Profesora - María del Socorro Yepes Pérez en el campus El Volador.
En el bloque 21  en el piso 2  número 239  se encuentra el espacio Laboratorio de Física Moderna en el campus El Volador.
En el bloque 21  en el piso 2  número 240  se encuentra el espacio Coordinación Posgrado Ciencias Naturales en el campus El Volador.
En el bloque 21  en el piso 3  número 300A  se encuentra el espacio Zona de Estudio A en el campus El Volador.
En el bloque 21  en el piso 3  número 300B  se encuentra el espacio Zona de Estudio B en el campus El Volador.
En el bloque 21  en el piso 3  número 302  se encuentra el espacio Posgrado Matemáticas y Estadística en el campus El Volador.
En el bloque 21  en el piso 3  número 303  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 21  en el piso 3  número 304  se encuentra el espacio Fotocopiadora Facultad de Ciencias en el campus El Volador.
En el bloque 21  en el piso 3  número 305  se encuentra el espacio Oficina Profesor - Benjamín Alberto Rojano en el campus El Volador.
En el bloque 21  en el piso 3  número 306  se encuentra el espacio Oficina Profesora - Adelaida María Gaviria Rivera en el campus El Volador.
En el bloque 21  en el piso 3  número 307  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 21  en el piso 3  número 308  se encuentra el espacio Oficina Profesora - Adriana del Socorro Ortiz Reyes en el campus El Volador.
En el bloque 21  en el piso 3  número 309  se encuentra el espacio Oficina Profesora - Magally Romero Tabárez en el campus El Volador.
En el bloque 21  en el piso 3  número 310  se encuentra el espacio Oficina Profesora - Olga Inés Montoya Campuzano en el campus El Volador.
En el bloque 21  en el piso 3  número 311  se encuentra el espacio Oficina Profesor - Juan Fernando Botero Cadavid en el campus El Volador.
En el bloque 21  en el piso 3  número 312  se encuentra el espacio Oficina Profesor - Rodrigo Acuña Herrera en el campus El Volador.
En el bloque 21  en el piso 3  número 313  se encuentra el espacio Oficina Profesor - Rigoberto Ríos Estepa en el campus El Volador.
En el bloque 21  en el piso 3  número 314  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 21  en el piso 3  número 315  se encuentra el espacio Oficina Profesor - Fredy Edimer Hoyos Velasco en el campus El Volador.
En el bloque 21  en el piso 3  número 319  se encuentra el espacio Servicios Virtuales en el campus El Volador.
En el bloque 21  en el piso 3  número 320  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 3  número 322  se encuentra el espacio Oficina Profesor - Pablo Andrés Gutiérrez Sánchez en el campus El Volador.
En el bloque 21  en el piso 3  número 323  se encuentra el espacio Oficina Profesora - Astrid Elena Sánchez Pino / Diego Luis Durango Restrepo en el campus El Volador.
En el bloque 21  en el piso 3  número 324  se encuentra el espacio Oficina Profesor - Daniel Barragán Ramírez en el campus El Volador.
En el bloque 21  en el piso 3  número 325  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 3  número 326  se encuentra el espacio Oficina Profesora - Tatiana Lobo Echeverri en el campus El Volador.
En el bloque 21  en el piso 3  número 327  se encuentra el espacio Oficina Profesor - Jair de Jesús Gaviria Arango en el campus El Volador.
En el bloque 21  en el piso 3  número 328  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 3  número 329  se encuentra el espacio Oficina Profesora - Angelina Hormaza Anaguano en el campus El Volador.
En el bloque 21  en el piso 3  número 330  se encuentra el espacio Oficina Profesora - Pilar de la Cruz García Cardona en el campus El Volador.
En el bloque 21  en el piso 3  número 331  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 3  número 332  se encuentra el espacio Oficina Profesora - Claudia Ximena Moreno Herrera en el campus El Volador.
En el bloque 21  en el piso 3  número 333  se encuentra el espacio Oficina Profesor - Andrés Ochoa Jaramillo en el campus El Volador.
En el bloque 21  en el piso 3  número 334  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 4  número 401  se encuentra el espacio Laboratorio de Instrumentación Científica e Industrial - Área de Instrumentación Electrónica en el campus El Volador.
En el bloque 21  en el piso 4  número 402  se encuentra el espacio Laboratorio de Física Mecánica en el campus El Volador.
En el bloque 21  en el piso 4  número 403  se encuentra el espacio Laboratorio de Física Mecánica en el campus El Volador.
En el bloque 21  en el piso 4  número 404  se encuentra el espacio Área Curricular de Física en el campus El Volador.
En el bloque 21  en el piso 4  número 405  se encuentra el espacio Oficina Oficina Profesores Visitantes en el campus El Volador.
En el bloque 21  en el piso 4  número 406  se encuentra el espacio Escuela de Física en el campus El Volador.
En el bloque 21  en el piso 4  número 407  se encuentra el espacio Aula en el campus El Volador.
En el bloque 21  en el piso 4  número 408  se encuentra el espacio Oficina Oficina Profesores Visitantes en el campus El Volador.
En el bloque 21  en el piso 4  número 410  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 21  en el piso 4  número 412  se encuentra el espacio Aula Especial en el campus El Volador.
En el bloque 21  en el piso 4  número 414  se encuentra el espacio Grupo de Física Teórica en el campus El Volador.
En el bloque 21  en el piso 4  número 416  se encuentra el espacio Laboratorio de Física - Oscilaciones  Ondas y Óptica en el campus El Volador.
En el bloque 21  en el piso 4  número 417  se encuentra el espacio Laboratorio de Física - Electricidad y Magnetismo / Metrología en el campus El Volador.
En el bloque 21  en el piso 4  número 418  se encuentra el espacio Laboratorio de Instrumentación Científica e Industrial - Área de Electrónica en el campus El Volador.
En el bloque 21  en el piso 4  número 419  se encuentra el espacio Laboratorio de Instrumentación Científica e Industrial - Área de Microcontroladores en el campus El Volador.
En el bloque 21  en el piso 4  número 420  se encuentra el espacio Laboratorio de Instrumentación Científica e Industrial en el campus El Volador.
En el bloque 21  en el piso 4  número 421  se encuentra el espacio Oficina Profesor - Nerio Andrés Montoya Giraldo / Marlon Rincón Fulla en el campus El Volador.
En el bloque 21  en el piso 4  número 422  se encuentra el espacio Almacén Escuela de Física en el campus El Volador.
En el bloque 21  en el piso 4  número 423  se encuentra el espacio Oficina Profesor - Román Eduardo Castañeda Sepúlveda en el campus El Volador.
En el bloque 21  en el piso 4  número 425  se encuentra el espacio Oficina Profesor - Luis Alberto Sánchez Duque en el campus El Volador.
En el bloque 21  en el piso 4  número 426  se encuentra el espacio Oficina Profesor - Jairo Orlando López Pareja en el campus El Volador.
En el bloque 21  en el piso 4  número 428  se encuentra el espacio Oficina Profesor - William Rodríguez Córdoba en el campus El Volador.
En el bloque 21  en el piso 4  número 428  se encuentra el espacio Oficina Profesor - William Rodríguez Córdoba en el campus El Volador.
En el bloque 43  en el piso 1  número 102  se encuentra el espacio Unidad Centro de Memoria Histórica FCHE - Laboratorio de Fuentes Históricas en el campus El Volador.
En el bloque 43  en el piso 1  número 103  se encuentra el espacio Asesoría Estudiantil en el campus El Volador.
En el bloque 43  en el piso 1  número 104  se encuentra el espacio Atención al público en el campus El Volador.
En el bloque 43  en el piso 1  número 105  se encuentra el espacio Área Curricular en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 1  número 106  se encuentra el espacio Escuela de Matemáticas en el campus El Volador.
En el bloque 43  en el piso 1  número 107  se encuentra el espacio Escuela de Estadística en el campus El Volador.
En el bloque 43  en el piso 1  número 110  se encuentra el espacio Aula tipo auditorio en el campus El Volador.
En el bloque 43  en el piso 1  número 111  se encuentra el espacio Aula tipo auditorio en el campus El Volador.
En el bloque 43  en el piso 1  número 112  se encuentra el espacio Unidad de Apoyo Estudiantil FCHE - Oficinas de Posgrados en el campus El Volador.
En el bloque 43  en el piso 1  número 114  se encuentra el espacio Dirección de Bienestar - Área Curricular Ciencias Humanas y Sociales y Económicas en el campus El Volador.
En el bloque 43  en el piso 1  número 115  se encuentra el espacio Sala de reuniones en el campus El Volador.
En el bloque 43  en el piso 2  número 201  se encuentra el espacio Oficina Profesor - Edgar Arturo Ramos Navarrete en el campus El Volador.
En el bloque 43  en el piso 2  número 202  se encuentra el espacio Oficina Profesores invitados en el campus El Volador.
En el bloque 43  en el piso 2  número 203  se encuentra el espacio Oficina Profesora Bibiana López Rodríguez en el campus El Volador.
En el bloque 43  en el piso 2  número 204  se encuentra el espacio Oficina Profesor Juan Humberto Arango Escalante en el campus El Volador.
En el bloque 43  en el piso 2  número 205  se encuentra el espacio Oficina Profesor John Bayron Baena Giraldo en el campus El Volador.
En el bloque 43  en el piso 2  número 205  se encuentra el espacio Oficina Profesora Marianela del Carmen Lentini Gil en el campus El Volador.
En el bloque 43  en el piso 2  número 206  se encuentra el espacio Oficina Profesores jubilados en el campus El Volador.
En el bloque 43  en el piso 2  número 207  se encuentra el espacio Oficina Profesor David Blázquez Sanz en el campus El Volador.
En el bloque 43  en el piso 2  número 209  se encuentra el espacio Oficina Profesor Daniel Cabarcas Jaramillo en el campus El Volador.
En el bloque 43  en el piso 2  número 210  se encuentra el espacio Cubículos estudiantes de posgrado en el campus El Volador.
En el bloque 43  en el piso 2  número 211  se encuentra el espacio Oficina de Biotecnología en el campus El Volador.
En el bloque 43  en el piso 2  número 212  se encuentra el espacio Área Curricular de Biotecnología en el campus El Volador.
En el bloque 43  en el piso 2  número 214  se encuentra el espacio Archivo Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 215  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 216  se encuentra el espacio Centro de Estadística Aplicada a Estudios Socioeconómicos en el campus El Volador.
En el bloque 43  en el piso 2  número 217  se encuentra el espacio Oficina Profesor Carlos Augusto Vélez López en el campus El Volador.
En el bloque 43  en el piso 2  número 218  se encuentra el espacio Oficina Profesor Eddye Alenjandro Bustamante Monsalve en el campus El Volador.
En el bloque 43  en el piso 2  número 219  se encuentra el espacio Oficina Profesor Carlos Enrique Mejía Salazar en el campus El Volador.
En el bloque 43  en el piso 2  número 220  se encuentra el espacio Oficina Profesor Rodney Jaramillo Justinico en el campus El Volador.
En el bloque 43  en el piso 2  número 221  se encuentra el espacio Oficina Profesor Hugo Javier Arbeláez Pulgarín en el campus El Volador.
En el bloque 43  en el piso 2  número 222  se encuentra el espacio Oficina Profesor Camilo Arias Abad en el campus El Volador.
En el bloque 43  en el piso 2  número 223  se encuentra el espacio Oficina Profesor visitante en el campus El Volador.
En el bloque 43  en el piso 2  número 224  se encuentra el espacio Oficina Profesor Fernando Alberto Morales Jauregui en el campus El Volador.
En el bloque 43  en el piso 2  número 224  se encuentra el espacio Sala de Estudio en el campus El Volador.
En el bloque 43  en el piso 2  número 225  se encuentra el espacio Oficina Profesor Luis Alberto Wills Toro en el campus El Volador.
En el bloque 43  en el piso 2  número 231  se encuentra el espacio Oficina Profesor Mauricio Andrés Osorio Lema en el campus El Volador.
En el bloque 43  en el piso 2  número 232  se encuentra el espacio Oficina Profesor Norman César Mercado Cruz / Oficina Profesor Luis Eduardo Naspirán Herrera en el campus El Volador.
En el bloque 43  en el piso 2  número 233  se encuentra el espacio Oficina Profesor Diego Mejía Duque en el campus El Volador.
En el bloque 43  en el piso 2  número 234  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 235  se encuentra el espacio Oficina Profesor Jhon Jader Mira Albanés en el campus El Volador.
En el bloque 43  en el piso 2  número 236  se encuentra el espacio Oficina Profesor Marco Paluszny Kluczynsky en el campus El Volador.
En el bloque 43  en el piso 2  número 237  se encuentra el espacio Oficina Profesor Pedro Isaza Jaramillo en el campus El Volador.
En el bloque 43  en el piso 2  número 238  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 239  se encuentra el espacio Oficina Profesor Oscar Iván Giraldo Galeano en el campus El Volador.
En el bloque 43  en el piso 2  número 240  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 241  se encuentra el espacio Oficina Profesor Sigifredo Herrón Osorio en el campus El Volador.
En el bloque 43  en el piso 2  número 242  se encuentra el espacio Oficina Profesor Jorge Mario Ramírez Osorio en el campus El Volador.
En el bloque 43  en el piso 2  número 243  se encuentra el espacio Oficina Profesor José Manuel Gómez Guerra en el campus El Volador.
En el bloque 43  en el piso 2  número 244  se encuentra el espacio Oficina Profesor Julio César Morales Cuervo en el campus El Volador.
En el bloque 43  en el piso 2  número 245  se encuentra el espacio Oficina Profesor José Gregorio Rodríguez Nieto en el campus El Volador.
En el bloque 43  en el piso 2  número 246  se encuentra el espacio Oficina Profesora Olga Patricia Salazar Díaz en el campus El Volador.
En el bloque 43  en el piso 2  número 247  se encuentra el espacio Oficina Profesor José Manuel Jiménez Urrea en el campus El Volador.
En el bloque 43  en el piso 2  número 248  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 249  se encuentra el espacio Oficina estudiantes doctorado en Matemáticas en el campus El Volador.
En el bloque 43  en el piso 2  número 250  se encuentra el espacio Oficina Profesora Margarita María Toro Villegas en el campus El Volador.
En el bloque 43  en el piso 2  número 251  se encuentra el espacio Oficina Profesor Johanny Alexis Suárez Ramírez en el campus El Volador.
En el bloque 43  en el piso 2  número 252  se encuentra el espacio Oficina Profesor visitante en el campus El Volador.
En el bloque 43  en el piso 2  número 253  se encuentra el espacio Oficina Profesor Juan Diego Vélez Caicedo en el campus El Volador.
En el bloque 43  en el piso 2  número 254  se encuentra el espacio Oficina Profesor Carlos Mario Parra Londoño en el campus El Volador.
En el bloque 43  en el piso 2  número 255  se encuentra el espacio Oficina Profesor Fernando Puerta Ortiz en el campus El Volador.
En el bloque 43  en el piso 3  número 301 a 310  se encuentra el espacio Aula especial en el campus El Volador.
En el bloque 43  en el piso 3  número 316  se encuentra el espacio Oficina Profesor en el campus El Volador.
En el bloque 43  en el piso 3  número 317  se encuentra el espacio Oficina Profesora Nelfi Gertrudis González Álvarez en el campus El Volador.
En el bloque 43  en el piso 3  número 318  se encuentra el espacio Oficina Profesor Luis Vélez Moreno en el campus El Volador.
En el bloque 43  en el piso 3  número 319  se encuentra el espacio Oficina Profesor Norman Diego Giraldo Gómez en el campus El Volador.
En el bloque 43  en el piso 3  número 320  se encuentra el espacio Oficina Profesor Rene Iral Palomino en el campus El Volador.
En el bloque 43  en el piso 3  número 321  se encuentra el espacio Oficina Profesor en el campus El Volador.
En el bloque 43  en el piso 3  número 322  se encuentra el espacio Oficina Profesor en el campus El Volador.
