Info asignatura
la asignatura algebra lineal (codigo 1000003-m) del programa ciencias de la computacion tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa estadistica tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria administrativa tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria ambiental tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria civil tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria de control tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria de petroleos tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria de sistemas e informatica tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria electrica tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria fisica tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria geologica tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa ingenieria industrial tiene como prerrequisito 1000008-m geometria vectorial y analitica.
la asignatura algebra lineal (codigo 1000003-m) del programa zootecnia tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ciencias de la computacion tiene como prerrequisito 1000004-m calculo diferencial.
"la asignatura calculo integral (codigo 1000005-m) del programa construccion tiene como prerrequisito 1000004-m calculo diferencial, 3006366 complemento matematico i, 3002185 matematicas aplicadas cnt, 3002187 matematicas i y 3006089 matematicas i - construccion."
la asignatura calculo integral (codigo 1000005-m) del programa economia tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa estadistica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria administrativa tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria agronomica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria agricola tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria ambiental tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria biologica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria civil tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria de control tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria de petroleos tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria de sistemas e informatica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria electrica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria forestal tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria fisica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria geologica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa ingenieria industrial tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa matematicas tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo integral (codigo 1000005-m) del programa quimica tiene como prerrequisito 1000004-m calculo diferencial.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ciencias de la computacion tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa economia tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria administrativa tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria agricola tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria ambiental tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria biologica tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria civil tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria de control tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria de petroleos tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria de sistemas e informatica tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria electrica tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria fisica tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria geologica tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa ingenieria industrial tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa matematicas tiene como prerrequisito 1000005-m calculo integral.
la asignatura calculo en varias variables (codigo 1000006-m) del programa quimica tiene como prerrequisito 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ciencias de la computacion tiene como prerrequisito 1000003-m algebra lineal.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa construccion tiene como prerrequisito 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa economia tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa estadistica tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria administrativa tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria agricola tiene como prerrequisito 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria ambiental tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria biologica tiene como prerrequisito 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria civil tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria de control tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria de petroleos tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
la asignatura ecuaciones diferenciales (codigo 1000007-m) del programa ingenieria de sistemas e informatica tiene como prerrequisito 1000003-m algebra lineal y 1000005-m calculo integral.
